variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,.2474196898838685,.2519576410892723,.9819892296745391,.3261051542562415,-.2464082122807744,.7412475920485114
apt,6259776.134979832,73899252852.42921,.0000847068934172,.9999324136776296,-144833614299.0451,144846133851.3151
att,.0116649624603401,.009689457209611,1.203881931463564,.2286352163761429,-.0073260247002395,.0306559496209197
scale,.0471464597899031,.0081387132956972,5.792864065481806,6.91961128031e-09,.0311948748498394,.0630980447299668
