variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
pre6,-1.952411542711487,4.216428891506657,-.4630486112654046,.6433295235483374,-10.21646031343868,6.311637228015704
pre5,-.4161431353730112,4.017908413330455,-.1035720809345351,.9175089446633944,-8.291098918681174,7.458812647935152
pre4,0,,,,,
pre3,.0250738381611075,4.112058466272395,.0060976365892572,.9951348200569123,-8.034412658055798,8.084560334378013
pre2,-1.416779390910698,3.536229676322518,-.4006468811675348,.6886801244124315,-8.347662197564565,5.51410341574317
post0,.0398137138392671,3.435946031023831,.0115874095459537,.9907547917134103,-6.694516759790784,6.774144187469319
post1,-1.151243795750057,2.777877281575469,-.4144329209161935,.678557083279543,-6.595783221110006,4.293295629609892
post2,0,,,,,
post3,.3765238858525771,3.797696459240536,.0991453345188821,.92102287763962,-7.066824398474159,7.819872170179313
post4,-.857606490001578,3.681463027246094,-.2329526287930991,.8157981905514932,-8.073141433819721,6.357928453816565
post5,.6607306056257606,4.020312096784814,.1643480878397899,.8694571276886833,-7.218936310683182,8.540397521934702
post6,-1.144689235552997,3.945191630528831,-.2901479428008311,.7717030594766543,-8.877122743498356,6.587744272392363
post7,0,,,,,
post8,-.831592160461471,3.588480408652981,-.2317393620029901,.8167404569972332,-7.864884520648888,6.201700199725946
post9,-.3826987307948922,4.29625451355589,-.0890772950222968,.9290204815984635,-8.803202845782087,8.037805384192302
post10,-.4560168260783098,4.608679021948126,-.0989474042142227,.9211800304310865,-9.488861725401916,8.576828073245297
post11,-1.076363810782378,4.024852295740609,-.2674293940976329,.7891385700999289,-8.964929353527326,6.81220173196257
post12,0,,,,,
post13,0,,,,,
post14,2.405293772174798,7.686725933120245,.3129152506675135,.7543450506648952,-12.66041221577092,17.47099976012052
post15,0,,,,,
post16,-.8056688443858263,6.117213724231929,-.1317051979391133,.8952174739764919,-12.79518742961454,11.18384974084289
post17,0,,,,,
post18,-1.718369445340585,5.700531148611688,-.3014402343471236,.7630788176357444,-12.89120518936824,9.45446629868707
post19,-.110200522187085,7.958162712869025,-.0138474829132208,.9889516602703365,-15.70791282251994,15.48751177814577
post20,0,,,,,
post21,.278472527037529,8.691031064753268,.0320413682752651,.974439060707642,-16.75563534839767,17.31258040247273
post22,0,,,,,
post23,0,,,,,
post24,0,,,,,
post25,0,,,,,
post26,2.88922385999257,10.84799008775901,.2663372511054192,.7899794865761796,-18.37244601666259,24.15089373664773
post27,0,,,,,
post28,0,,,,,
post29,0,,,,,
post30,0,,,,,
post31,0,,,,,
post32,0,,,,,
post33,0,,,,,
post34,0,,,,,
post35,0,,,,,
post36,0,,,,,
post37,0,,,,,
post38,0,,,,,
post39,0,,,,,
post40,0,,,,,
