variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,.1798706400803535,.3893027773341575,.4620327687155486,.64405782155491,-.5831487825760111,.942890062736718
apt,5507158202919.362,278908408713755.8,.0197454003926119,.9842464735528605,-541143277861419.3,552157594267258
att,.0012503920562702,.0023085226202694,.5416416738962944,.5880653771984614,-.0032742291369539,.0057750132494943
scale,.0069516184281749,.0017821915529654,3.900601154016363,.0000959541227481,.0034585871708113,.0104446496855385
