variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,-.0525505376759911,.1728705125257877,-.3039878629858979,.7611371378157692,-.3913705162155152,.286269440863533
apt,619027.5061420926,254708.4451597309,2.430337579713513,.0150847654154663,119808.1270708246,1118246.885213361
att,-.0346201192314814,.1258302204909033,-.2751335815547125,.7832136124454397,-.2812428195603858,.212002581097423
scale,.6587966700728612,.1219516111812739,5.402115344696828,6.58595764035e-08,.4197759043009322,.8978174358447903
