variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,-.020694806720868,.2088140446845398,-.0991063927339376,.9210537964118847,-.4299628137687035,.3885732003269675
apt,1002491.414780491,385017.7626095613,2.603753676157267,.00922090013628,247870.4666575588,1757112.362903423
att,-.0092540678683804,.103386784984705,-.0895091947171918,.9286772465889799,-.2118884429157886,.1933803071790278
scale,.4471686057859576,.0986833436045692,4.531348345651849,5.86084036315e-06,.2537528064470109,.6405844051249042
