variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,.3026872554501938,.3992320490140644,.7581737393020032,.4483469800489603,-.4797931820915019,1.085167692991889
apt,16255334.634635,5806613258465.884,2.79945191992e-06,.9999977663605344,-11380736603411.26,11380769114080.53
att,.0059936219932288,.0063772970383802,.9398373569801898,.3473009935861555,-.0065056505207103,.0184928945071679
scale,.0198013688561626,.005203931129071,3.805078961469206,.0001417589606909,.0096018512651567,.0300008864471685
