variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,-.0120591716772094,.2148968244114313,-.0561160999481383,.9552493182443965,-.4332492079156426,.4091308645612239
apt,1544133.193226485,12391680882.81308,.0001246104711564,.9999005752292073,-24285704105.03392,24288792371.42037
att,-.0020651759643142,.0384411451399816,-.053723060454988,.957155809744113,-.0774084359631551,.0732780840345267
scale,.1712535503758658,.0355079356171066,4.822965554025648,1.41439404101e-06,.1016592754009698,.2408478253507618
