variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,.0091072600698525,.199970662290077,.045542980983088,.9636745165508532,-.3828280359833204,.4010425561230254
apt,979868.7254771631,646482.6371917817,1.515692253907325,.129597187233457,-287213.9600492032,2246951.41100353
att,.0074947734548364,.1704843101325662,.0439616610408815,.9649349643613729,-.3266483343341503,.3416378812438231
scale,.8229449249666357,.1620636528653631,5.07791173663295,3.81605886398e-07,.5053060021475224,1.140583847785749
