variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
pre18,-.7563403347622705,.5224138917102553,-1.447779905481068,.1476786143330738,-1.780252747537779,.2675720780132377
pre17,.4555595813177236,1.003391738849109,.4540196651810697,.6498146728151946,-1.511052089211549,2.422171251846996
pre16,-.1761023244721967,.5804393039722238,-.303394899806137,.7615889319912281,-1.313742455469252,.9615378065248585
pre15,-.0399069278038236,.5329899172788601,-.0748737011903816,.9403152012174251,-1.084547969793372,1.004734114185725
pre14,.4249731692547771,.9635285338973487,.4410592466170311,.6591701059179089,-1.463508055260707,2.313454393770261
pre13,.3378006942077454,.6908691493656579,.4889503236870645,.6248768666806119,-1.016277956578767,1.691879344994258
pre12,-.1184078834057416,.3556057592908061,-.332975156650684,.739153036241786,-.8153823643107412,.578566597499258
pre11,-.3143286330268307,.2937405832297834,-1.070089224889099,.2845791487334788,-.8900495969549963,.261392330901335
pre10,-.3545454555476167,.3194859919881977,-1.109737091574,.2671123345489977,-.9807264934095363,.271635582314303
pre9,-.4263389743084313,.3382785801798773,-1.260319154945396,.2075542526934074,-1.089352808202336,.236674859585473
pre8,-.51485615376275,.3734691049380388,-1.378577630532968,.168025017460937,-1.246842148779716,.2171298412542161
pre7,-.1784238944666802,.3636345388247791,-.490668172070023,.6236611611743672,-.8911344940980792,.5342867051647189
pre6,-.6727282152027496,.3309925321001276,-2.032457381845837,.0421073740659041,-1.321461657270717,-.0239947731347818
pre5,-.4924291945334499,.3205114536698676,-1.53638563893776,.1244438268279547,-1.120620100358968,.1357617112920687
pre4,-.3944879095695728,.3510412839935846,-1.123765003026773,.2611127318940552,-1.082516183283695,.2935403641445499
pre3,-.6560242021975651,.3821928001613722,-1.716474517365512,.0860752280900786,-1.405108325664369,.0930599212692386
pre2,-.457387131170148,.3469838311656411,-1.3181799556297,.1874434138275589,-1.137462943472531,.2226886811322353
post0,-.1894553808675702,.3988798216642368,-.4749685759412697,.6348093714111365,-.9712454654892339,.5923347037540935
post1,-.0372993276213275,.4297098479970761,-.086801193398717,.9308295390111764,-.8795151534977776,.8049164982551227
post2,-.0152266517191289,.3755344704004817,-.0405466153423698,.9676573439070166,-.7512606886573958,.7208073852191381
post3,-.0363658592039918,.4421437744232912,-.082248945496124,.9344487523839083,-.9029517330622444,.8302200146542608
post4,-.5323217698308317,.3598089726563612,-1.479456629168696,.1390183146868151,-1.237534397551657,.1728908578899933
post5,-.315524524391969,.3327441429459244,-.9482496719506379,.3430023653879676,-.9676910606326282,.3366420118486902
post6,-.85073175699467,.4294800528202978,-1.98084113897283,.0476090916957276,-1.692497192600813,-.0089663213885264
post7,-.1755853081139747,.5047832285456233,-.3478429911783508,.7279581010802078,-1.164942256063247,.8137716398352978
post8,-.4605621080053712,.3699040889779948,-1.245085203783107,.2131004323626698,-1.18556080013634,.2644365841255982
post9,.3001943633642349,.4224817524238937,.7105498915442796,.4773632036977347,-.5278546555119644,1.128243382240434
post10,-.1416416452613969,.3820183371473354,-.3707718491187743,.7108074703842424,-.8903838275040541,.6071005369812603
post11,-.4167956457603231,.4230456999501281,-.9852260543233466,.3245130454367449,-1.245949981477112,.412358689956466
post12,.4311418318718868,.5090520215286529,.8469504365726582,.3970227480284869,-.566581796581581,1.428865460325355
post13,-.5782433269265772,.5694776392335241,-1.015392505498286,.3099187641272676,-1.694398989825178,.5379123359720239
post14,-.8288591204111916,.6188256683465749,-1.339406496543364,.1804383756398848,-2.041735143079407,.3840169022570233
post15,.1499662548403757,.5949989031774411,.2520445904009552,.8010065979285828,-1.016210166228243,1.316142675908995
post16,.4884547217054601,.6491324679348535,.7524731019223663,.4517665996616296,-.783821536642454,1.760730980053374
post17,-.3184203342233739,.6139163728575731,-.5186705360882216,.6039905116279367,-1.52167431454368,.8848336460969323
post18,-.5892978071303284,.6463227291848358,-.9117702047606632,.3618896981444882,-1.856067078722242,.6774714644615846
post19,-.177907786394946,2.794427805518418,-.0636651932977531,.9492368202222748,-5.654885642608342,5.29907006981845
post20,-.9146192964647097,2.393198147136168,-.3821744963153984,.7023319376442233,-5.605201472719588,3.775962879790169
post21,.3414875366866731,2.76304640957344,.1235909521836052,.9016391566710384,-5.073983913689975,5.756958987063321
post22,-.7156747267214392,2.836027797040566,-.2523510973581626,.8007696957703436,-6.274187068075419,4.84283761463254
post23,.8556524185667327,2.812674657401577,.3042130792891656,.7609655609461695,-4.657088610168893,6.368393447302358
post24,.4773489103291667,2.837988541180838,.1681997313951627,.8664261522504977,-5.085006418922643,6.039704239580977
post25,.4322661365653839,2.843260512709888,.1520318432423185,.8791618202964617,-5.140422067010884,6.004954340141652
post26,.4298151531327475,2.794037995204409,.1538329664344105,.8777414397573127,-5.046398688904389,5.906028995169885
post27,-.4836735889147876,2.851774461552108,-.1696044324106694,.865321236497272,-6.073048825588024,5.105701647758448
post28,.7832465869179113,2.834471134390171,.2763290045239514,.782295380456229,-4.772214751705214,6.338707925541037
post29,1.638807443198563,2.813798727985259,.5824181477159117,.5602850605788386,-3.87613672339716,7.153751609794286
post30,.1276095806896375,2.858632085921471,.044640085486378,.9643941908936277,-5.475206352767054,5.730425514146329
post31,-.8685769119334475,2.77622626568491,-.3128624358429823,.7543851777221817,-6.309880405609998,4.572726581743102
post32,18.49493270370452,4.430958079515781,4.174025655807077,.0000299264033267,9.810414450846826,27.17945095656221
post33,17.88441083385831,6.31861759046727,2.830430957056183,.0046485342935988,5.500147924461206,30.26867374325542
post34,17.80823610212802,8.681138290354719,2.051371088272384,.0402308223810169,.793517708221156,34.82295449603488
post35,17.76677082640507,6.130567228624872,2.898063125945082,.0037547500782773,5.751079853498792,29.78246179931135
post36,17.02265542068646,8.313017672266112,2.047710722121696,.0405883526173313,.7294401801998873,33.31587066117303
post37,16.90592478017145,8.261961773774178,2.046236141376939,.0407331431084549,.7127772619273998,33.0990722984155
post38,18.69709529294942,6.487970534824674,2.88180952619796,.0039539867196149,5.980906711935988,31.41328387396285
post39,17.12547578811107,3.934233623053681,4.352938190492762,.000013432503084,9.414519580159325,24.83643199606282
post40,17.95635667964818,6.34486149664767,2.830062829446393,.0046538863967303,5.520656659323846,30.39205669997251
