variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,-.0824703917372119,.1410496865117371,-.5846903582472646,.558755938322038,-.3589226973308816,.1939819138564578
apt,554289.7085571219,259807.4228709193,2.133463711052285,.0328867054818115,45076.51681395213,1063502.900300292
att,-.0406706198967422,.0724024364523752,-.5617299898946702,.5742999981600363,-.1825767877363475,.1012355479428631
scale,.4931541980100843,.0736796321740233,6.693222854931027,2.18308283452e-11,.34874477255484,.6375636234653286
